"";"tsn";"genus";"species";"itis_acceptedname";"en_common";"fr_common";"us_code";"qc_code";"on_alpha_code";"on_tree_code"
"1934";"183421";"Pseudotsuga";"macrocarpa";"Pseudotsuga macrocarpa";"bigcone Douglas-fir";NA;201;NA;NA;NA
"1935";"183424";"Pseudotsuga";"menziesii";"Pseudotsuga menziesii";"Douglas-fir";NA;202;NA;NA;NA
"1936";"27241";"Psidium";"amplexicaule";"Psidium amplexicaule";"mountain guava";NA;8354;NA;NA;NA
"1937";"502493";"Eugenia";"corozalensis";"Psidium amplexicaule";"sperry guava";NA;7069;NA;NA;NA
"1938";"27239";"Psidium";"cattleianum";"Psidium cattleyanum";"strawberry guava";NA;8355;NA;NA;NA
"1939";"27240";"Psidium";"guajava";"Psidium guajava";"guava";NA;8356;NA;NA;NA
"1940";NA;"Psidium";"longipes";"Psidium longipes";"Psidium longipes";NA;8358;NA;NA;NA
"1941";"27242";"Psidium";"sintenisii";"Psidium sintenisii";"Sintenis' guava";NA;8359;NA;NA;NA
"1942";NA;"Psychotria";"spp.";"Psychotria";"wild coffee";NA;8400;NA;NA;NA
"1943";NA;"Psychotria";"berteriana";"Psychotria berteroana";"cachimbo-cumun";NA;8361;NA;NA;NA
"1944";"35114";"Psychotria";"brachiata";"Psychotria brachiata";"palo de cachimbo";NA;8362;NA;NA;NA
"1945";NA;"Psychotria";"brownei";"Psychotria brownei";"Browne's wild coffee";NA;8363;NA;NA;NA
"1946";"35097";"Psychotria";"fauriei";"Psychotria fauriei";"Koolau Range wild coffee";NA;8365;NA;NA;NA
"1947";"35117";"Psychotria";"grandis";"Psychotria grandis";"cachimbo grande";NA;8367;NA;NA;NA
"1948";"35099";"Psychotria";"hathewayi";"Psychotria hathewayi";"Waianae Range wild coffee";NA;8370;NA;NA;NA
"1949";"35100";"Psychotria";"hawaiiensis";"Psychotria hawaiiensis";"kopikoula";NA;8373;NA;NA;NA
"1950";"35101";"Psychotria";"hexandra";"Psychotria hexandra";"woodland wild coffee";NA;8377;NA;NA;NA
"1951";"35101";"Psychotria";"hexandra";"Psychotria hexandra";"Oahu wild coffee";NA;8382;NA;NA;NA
"1952";"35104";"Psychotria";"hobdyi";"Psychotria hobdyi";"milolii kopiwai";NA;8386;NA;NA;NA
"1953";"35105";"Psychotria";"insularum";"Psychotria insularum";"matalafi";NA;8387;NA;NA;NA
"1954";"35106";"Psychotria";"kaduana";"Psychotria kaduana";"kopiko kea";NA;8388;NA;NA;NA
"1955";"35124";"Psychotria";"maricaensis";"Psychotria maricaensis";"cachimbo de maricao";NA;8391;NA;NA;NA
"1956";"35108";"Psychotria";"mariniana";"Psychotria mariniana";"forest wild coffee";NA;8392;NA;NA;NA
"1957";"35109";"Psychotria";"mauiensis";"Psychotria mauiensis";"opiko";NA;8393;NA;NA;NA
"1958";"35126";"Psychotria";"pubescens";"Psychotria pubescens";"hairy wild coffee";NA;8397;NA;NA;NA
"1959";"35112";"Psychotria";"wawrae";"Psychotria wawrae";"leatherleaf wild coffee";NA;8401;NA;NA;NA
"1960";NA;"Psydrax";"merrillii";"Psydrax";"Olasina";NA;6381;NA;NA;NA
"1961";"845991";"Psydrax";"odorata";"Psydrax odorata";"alahee";NA;8402;NA;NA;NA
"1962";"28992";"Ptelea";"trifoliata";"Ptelea trifoliata";"Hop tree";NA;NA;NA;"";141
"1963";"30205";"Pteralyxia";"kauaiensis";"Pteralyxia kauaiensis";"Kauai pteralyxia";NA;8404;NA;NA;NA
"1964";NA;"Pteralyxia";"macrocarpa";"Pteralyxia macrocarpa";"ridged pteralyxia";NA;8405;NA;NA;NA
"1965";"506292";"Pterocarpus";"indicus";"Pterocarpus indicus";"pterocarpus";NA;8407;NA;NA;NA
"1966";"820270";"Pterocarpus";"macrocarpus";"Pterocarpus macrocarpus";"Burma padauk";NA;8408;NA;NA;NA
"1967";"506293";"Pterocarpus";"marsupium";"Pterocarpus marsupium";"Malabar kino";NA;8409;NA;NA;NA
"1968";"504665";"Pterocarpus";"officinalis";"Pterocarpus officinalis";"dragonsblood tree";NA;8410;NA;NA;NA
"1969";NA;"Ptychosperma";"spp.";"Ptychosperma";"Ptychosperma";NA;8418;NA;NA;NA
"1970";NA;"Ponapea";"hosinoi";"Ptychosperma hosinoi";"kattai";NA;8292;NA;NA;NA
"1971";NA;"Ponapea";"ledermanniana";"Ptychosperma ledermannianum";"Ponapea ledermanniana";NA;8293;NA;NA;NA
"1972";"817239";"Ptychosperma";"macarthuri";"Ptychosperma macarthurii";"Macarthur feather palm";NA;8415;NA;NA;NA
"1973";NA;"Ptychosperma";"palauense";"Ptychosperma palauense";"chesdbuuch";NA;8416;NA;NA;NA
"1974";"27278";"Punica";"granatum";"Punica granatum";"pomegranate";NA;8419;NA;NA;NA
"1975";NA;"Capparis";"cynophallophora";"Quadrella cynophallophora";"Jamaican caper";NA;6386;NA;NA;NA
"1976";NA;"Capparis";"indica";"Quadrella indica";"linguam";NA;6390;NA;NA;NA
"1977";"21598";"Quararibea";"turbinata";"Quararibea turbinata";"swizzlestick tree";NA;8422;NA;NA;NA
"1978";"507394";"Samadera";"indica";"Quassia indica";"etkeam, cheskeam";NA;8503;NA;NA;NA
"1979";NA;"Quercus";"spp.";"Quercus";"oak spp.";NA;800;NA;NA;NA
"1980";"19289";"Quercus";"agrifolia";"Quercus agrifolia";"California live oak";NA;801;NA;NA;NA
"1981";"19290";"Quercus";"alba";"Quercus alba";"White oak ;white oak";"Chêne blanc";802;"CHB";"Ow";40
"1982";"19292";"Quercus";"arizonica";"Quercus arizonica";"Arizona white oak";NA;803;NA;NA;NA
"1983";"19300";"Quercus";"bicolor";"Quercus bicolor";"Swamp white oak ;swamp white oak";"Chêne bicolore";804;"CHE";"Osw";88
"1984";"195168";"Quercus";"buckleyi";"Quercus buckleyi";"Buckley oak";NA;8513;NA;NA;NA
"1985";"19312";"Quercus";"chrysolepis";"Quercus chrysolepis";"canyon live oak";NA;805;NA;NA;NA
"1986";"19288";"Quercus";"coccinea";"Quercus coccinea";"scarlet oak";NA;806;NA;NA;NA
"1987";"19322";"Quercus";"douglasii";"Quercus douglasii";"blue oak";NA;807;NA;NA;NA
"1988";"19327";"Quercus";"ellipsoidalis";"Quercus ellipsoidalis";"northern pin oak";NA;809;NA;NA;NA
"1989";"19328";"Quercus";"emoryi";"Quercus emoryi";"Emory oak";NA;810;NA;NA;NA
"1990";"19329";"Quercus";"engelmannii";"Quercus engelmannii";"Engelmann oak";NA;811;NA;NA;NA
"1991";"19277";"Quercus";"falcata";"Quercus falcata";"southern red oak";NA;812;NA;NA;NA
"1992";"19337";"Quercus";"gambelii";"Quercus gambelii";"Gambel oak";NA;814;NA;NA;NA
"1993";"19340";"Quercus";"garryana";"Quercus garryana";"Oregon white oak";NA;815;NA;NA;NA
"1994";"504710";"Quercus";"graciliformis";"Quercus graciliformis";"Chisos oak";NA;851;NA;NA;NA
"1995";"19346";"Quercus";"gravesii";"Quercus gravesii";"Graves oak";NA;8511;NA;NA;NA
"1996";"19347";"Quercus";"grisea";"Quercus grisea";"gray oak";NA;846;NA;NA;NA
"1997";"19357";"Quercus";"hypoleucoides";"Quercus hypoleucoides";"silverleaf oak";NA;843;NA;NA;NA
"1998";"19358";"Quercus";"ilicifolia";"Quercus ilicifolia";"scrub oak";NA;816;NA;NA;NA
"1999";"19359";"Quercus";"imbricaria";"Quercus imbricaria";"shingle oak";NA;817;NA;NA;NA
"2000";"19360";"Quercus";"incana";"Quercus incana";"bluejack oak";NA;842;NA;NA;NA
"2001";"19366";"Quercus";"kelloggii";"Quercus kelloggii";"California black oak";NA;818;NA;NA;NA
"2002";"195180";"Quercus";"laceyi";"Quercus laceyi";"Lacey oak";NA;8514;NA;NA;NA
"2003";"19367";"Quercus";"laevis";"Quercus laevis";"turkey oak";NA;819;NA;NA;NA
"2004";"19368";"Quercus";"laurifolia";"Quercus laurifolia";"laurel oak";NA;820;NA;NA;NA
"2005";"19370";"Quercus";"lobata";"Quercus lobata";"California white oak";NA;821;NA;NA;NA
"2006";"19278";"Quercus";"lyrata";"Quercus lyrata";"overcup oak";NA;822;NA;NA;NA
"2007";"19287";"Quercus";"macrocarpa";"Quercus macrocarpa";"Bur oak;mossy-cup oak ;bur oak";"Chêne à gros fruits";823;"CHG";"Ob";42
"2008";NA;"Quercus";"margarettiae";"Quercus margarettiae";"dwarf post oak";NA;840;NA;NA;NA
"2009";"19374";"Quercus";"marilandica";"Quercus marilandica";"blackjack oak";NA;824;NA;NA;NA
"2010";"19279";"Quercus";"michauxii";"Quercus michauxii";"swamp chestnut oak";NA;825;NA;NA;NA
"2011";"19377";"Quercus";"minima";"Quercus minima";"dwarf live oak";NA;841;NA;NA;NA
"2012";"504714";"Quercus";"muehlenbergii";"Quercus muehlenbergii";"Chinquapin oak ;chinkapin oak";NA;826;NA;"Oc";91
"2013";"19280";"Quercus";"nigra";"Quercus nigra";"Black oak ;water oak";NA;827;NA;"Obl";86
"2014";"19390";"Quercus";"oblongifolia";"Quercus oblongifolia";"Mexican blue oak";NA;829;NA;NA;NA
"2015";"19391";"Quercus";"oglethorpensis";"Quercus oglethorpensis";"Oglethorpe oak";NA;844;NA;NA;NA
"2016";"195195";"Quercus";"pagoda";"Quercus pagoda";"cherrybark oak";NA;813;NA;NA;NA
"2017";"19281";"Quercus";"palustris";"Quercus palustris";"Pin oak ;pin oak";NA;830;NA;"Op";87
"2018";"19282";"Quercus";"phellos";"Quercus phellos";"willow oak";NA;831;NA;NA;NA
"2019";"507845";"Quercus";"polymorpha";"Quercus polymorpha";"Mexican white oak";NA;8512;NA;NA;NA
"2020";"19397";"Quercus";"prinoides";"Quercus prinoides";"dwarf chinkapin oak";NA;845;NA;NA;NA
"2021";"19408";"Quercus";"rubra";"Quercus rubra";"Red oak ;northern red oak";"Chêne rouge";833;"CHR";"Or";41
"2022";"19410";"Quercus";"rugosa";"Quercus rugosa";"netleaf oak";NA;847;NA;NA;NA
"2023";"19417";"Quercus";"shumardii";"Quercus shumardii";"Shumard's oak ;Shumard oak";NA;834;NA;"Os";39
"2024";"195184";"Quercus";"similis";"Quercus similis";"Delta post oak";NA;836;NA;NA;NA
"2025";NA;"Quercus";"sinuata";"Quercus sinuata";"Durand oak";NA;808;NA;NA;NA
"2026";"19422";"Quercus";"stellata";"Quercus stellata";"post oak";NA;835;NA;NA;NA
"2027";"19430";"Quercus";"suber";"Quercus suber";"cork oak";NA;8424;NA;NA;NA
"2028";"195188";"Quercus";"texana";"Quercus texana";"Texas red oak";NA;828;NA;NA;NA
"2029";"19447";"Quercus";"velutina";"Quercus velutina";"black oak";NA;837;NA;NA;NA
"2030";"19283";"Quercus";"virginiana";"Quercus virginiana";"live oak";NA;838;NA;NA;NA
"2031";"504720";"Quercus";"wislizeni";"Quercus wislizeni";"interior live oak";NA;839;NA;NA;NA
"2032";"182087";"Acacia";"parramattensis";"Racosperma parramattense";"South Wales wattle";NA;6014;NA;NA;NA
"2033";"35131";"Randia";"aculeata";"Randia aculeata";"white indigoberry";NA;8425;NA;NA;NA
"2034";"503914";"Myrsine";"fosbergii";"Rapanea fosbergii";"Koolau Range colicwood";NA;7916;NA;NA;NA
"2035";NA;"Rapanea";"myricifolia";"Rapanea myricifolia";"togo vao";NA;8430;NA;NA;NA
"2036";NA;"Rauvolfia";"spp.";"Rauvolfia";"devils-pepper";NA;8435;NA;NA;NA
"2037";"30216";"Rauvolfia";"nitida";"Rauvolfia nitida";"palo amargo";NA;8433;NA;NA;NA
"2038";"30214";"Rauvolfia";"sandwicensis";"Rauvolfia sandwicensis";"devils-pepper";NA;8434;NA;NA;NA
"2039";"565450";"Rauvolfia";"vomitoria";"Rauvolfia vomitoria";"poison devils-pepper";NA;8431;NA;NA;NA
"2040";"504731";"Ravenala";"madagascariensis";"Ravenala madagascariensis";"traveler's tree";NA;8436;NA;NA;NA
"2041";"28999";"Ravenia";"urbanii";"Ravenia urbanii";"tortugo prieto";NA;8439;NA;NA;NA
"2042";NA;"Tabernaemontana";"aurantiaca";"Rejoua aurantiaca";"Tabernaemontana aurantiaca";NA;8719;NA;NA;NA
"2043";NA;"Antirhea";"acutata";"Resinanthus acutatus";"placa chiquitu";NA;6146;NA;NA;NA
"2044";"504741";"Reynosia";"guama";"Reynosia guama";"guama";NA;8444;NA;NA;NA
"2045";"504742";"Reynosia";"krugii";"Reynosia krugii";"Krug's darlingplum";NA;8445;NA;NA;NA
"2046";"504743";"Reynosia";"uncinata";"Reynosia uncinata";"sloe";NA;8447;NA;NA;NA
"2047";"28562";"Rhamnus";"alnifolia";"Rhamnus alnifolia";NA;"Nerprun à feuilles d'aulne";NA;"RHA";NA;NA
"2048";"28573";"Rhamnus";"cathartica";"Rhamnus cathartica";NA;"Nerprun cathartique";NA;"RHM";NA;NA
"2049";"28579";"Rhamnus";"frangula";"Rhamnus frangula";"Glossy buckthorn;alder buckthorn";NA;NA;NA;"Rf";173
"2050";NA;"Frangula";"californica";"Rhamnus purshiana var. californica";"California buckthorn";NA;7200;NA;NA;NA
"2051";NA;"Rhizophora";"lamarckii";"Rhizophora";"Rhizophora lamarckii";NA;8460;NA;NA;NA
"2052";NA;"Rhizophora";"spp.";"Rhizophora";"mangrove";NA;8463;NA;NA;NA
"2053";"507389";"Rhizophora";"apiculata";"Rhizophora apiculata";"mangle";NA;8458;NA;NA;NA
"2054";"27791";"Rhizophora";"mangle";"Rhizophora mangle";"American mangrove";NA;989;NA;NA;NA
"2055";"507455";"Rhizophora";"mucronata";"Rhizophora mucronata";"mangle hembra";NA;8462;NA;NA;NA
"2056";NA;"Rhizophora";"stylosa";"Rhizophora stylosa";"Rhizophora stylosa";NA;8464;NA;NA;NA
"2057";NA;"Rhodomyrtus";"spp.";"Rhodomyrtus";"rose myrtle";NA;8465;NA;NA;NA
"2058";"27245";"Rhodomyrtus";"tomentosa";"Rhodomyrtus tomentosa";"Rhodomyrtus tomentosus";NA;8466;NA;NA;NA
"2059";NA;"Rhus";"spp.";"Rhus";"sumac";NA;8468;NA;NA;NA
"2060";"504756";"Rhus";"sandwicensis";"Rhus sandwicensis";"neneleau";NA;8467;NA;NA;NA
"2061";"28777";"Rhus";"typhina";"Rhus typhina";NA;"Sumac vinaigrier";NA;"RHT";NA;NA
"2062";"24451";"Ribes";"americanum";"Ribes americanum";NA;"Gadellier américain";NA;"RIA";NA;NA
"2063";"24466";"Ribes";"glandulosum";"Ribes glandulosum";NA;"Gadellier glanduleux";NA;"RIG";NA;NA
"2064";"24476";"Ribes";"lacustre";"Ribes lacustre";NA;"Gadellier lacustre";NA;"RIL";NA;NA
"2065";"24504";"Ribes";"triste";"Ribes triste";NA;"Gadellier amer";NA;"RIT";NA;NA
"2066";NA;"Ricinus";"spp.";"Ricinus";"ricinus";NA;8473;NA;NA;NA
"2067";"28393";"Ricinus";"communis";"Ricinus communis";"castorbean";NA;8472;NA;NA;NA
"2068";NA;"Rinorea";"carolinensis";"Rinorea";"Rinorea carolinensis";NA;8474;NA;NA;NA
"2069";"26196";"Robinia";"neomexicana";"Robinia neomexicana";"New Mexico locust";NA;902;NA;NA;NA
"2070";"504804";"Robinia";"pseudoacacia";"Robinia pseudoacacia";"black locust";NA;901;NA;NA;NA
"2071";"504804";"Robinia";"psuedoacacia";"Robinia pseudoacacia";"Black locust";NA;NA;NA;"Lb";61
"2072";"32041";"Rochefortia";"acanthophora";"Rochefortia acanthophora";"greenheart ebony";NA;8476;NA;NA;NA
"2073";"504805";"Rochefortia";"spinosa";"Rochefortia spinosa";"Rochefortia spinosa";NA;8478;NA;NA;NA
"2074";NA;"Rollinia";"deliciosa";"Rollinia mucosa";"Rollinia";NA;8480;NA;NA;NA
"2075";NA;"Rollinia";"mucosa";"Rollinia mucosa";"wild sugar apple";NA;8481;NA;NA;NA
"2076";"35222";"Rondeletia";"inermis";"Rondeletia inermis";"cordobancillo";NA;8483;NA;NA;NA
"2077";"35223";"Rondeletia";"pilosa";"Rondeletia pilosa";"cordobancillo peludo";NA;8484;NA;NA;NA
"2078";"35224";"Rondeletia";"portoricensis";"Rondeletia portoricensis";"Juan Tomas";NA;8485;NA;NA;NA
"2079";"24812";"Rosa";"acicularis";"Rosa acicularis";NA;"Rosier aciculaire";NA;"ROA";NA;NA
"2080";NA;"Roystonea";"spp.";"Roystonea";"royal palm spp.";NA;909;NA;NA;NA
"2081";"42499";"Roystonea";"borinquena";"Roystonea borinquena";"Puerto Rico royal palm";NA;8489;NA;NA;NA
"2082";NA;"Roystonea";"oleracea";"Roystonea oleracea";"royal palm";NA;8491;NA;NA;NA
"2083";"24866";"Rubus";"allegheniensis";"Rubus allegheniensis";NA;"Ronce alléghanienne";NA;"RUA";NA;NA
"2084";"24947";"Rubus";"idaeus";"Rubus idaeus";NA;"Ronce du mont Ida";NA;"RUI";NA;NA
"2085";"24854";"Rubus";"occidentalis";"Rubus occidentalis";NA;"Ronce occidentale";NA;"RUO";NA;NA
"2086";"24997";"Rubus";"odoratus";"Rubus odoratus";NA;"Ronce odorante";NA;"RUD";NA;NA
"2087";"504925";"Sabal";"causiarum";"Sabal causiarum";"Puerto Rico palmetto";NA;8494;NA;NA;NA
"2088";"42504";"Sabal";"mexicana";"Sabal mexicana";"Mexican palmetto";NA;911;NA;NA;NA
"2089";"42506";"Sabal";"palmetto";"Sabal palmetto";"cabbage palmetto";NA;912;NA;NA;NA
"2090";NA;"Salix";"sepulcralis";"Salix";"weeping willow";NA;929;NA;NA;NA
"2091";NA;"Salix";"spp.";"Salix";"willow spp.";NA;920;NA;NA;NA
"2092";"565478";"Salix";"alba";"Salix alba";"White willow;European willow ;white willow";NA;927;NA;"Ww";63
"2093";"22499";"Salix";"amygdaloides";"Salix amygdaloides";"peachleaf willow";NA;921;NA;NA;NA
"2094";"837788";"Salix";"babylonica";"Salix babylonica";"Weeping willow";NA;NA;NA;"We";64
"2095";"22507";"Salix";"bebbiana";"Salix bebbiana";"Bebb willow";NA;923;NA;NA;NA
"2096";"22508";"Salix";"bonplandiana";"Salix bonplandiana";"Bonpland willow";NA;924;NA;NA;NA
"2097";"22516";"Salix";"caroliniana";"Salix caroliniana";"coastal plain willow";NA;925;NA;NA;NA
"2098";NA;"Salix";"humboldtiana";"Salix humboldtiana";"Salix humboldtiana";NA;8501;NA;NA;NA
"2099";"22484";"Salix";"nigra";"Salix nigra";"black willow";NA;922;NA;NA;NA
"2100";"22575";"Salix";"pyrifolia";"Salix pyrifolia";"balsam willow";NA;926;NA;NA;NA
"2101";"504980";"Salix";"scouleriana";"Salix scouleriana";"Scouler's willow";NA;928;NA;NA;NA
"2102";NA;"Samanea";"spp.";"Samanea";"raintree";NA;8506;NA;NA;NA
"2103";"520959";"Samanea";"saman";"Samanea saman";"raintree";NA;8505;NA;NA;NA
"2104";NA;"Sambucus";"spp.";"Sambucus";"raintree";NA;8510;NA;NA;NA
"2105";NA;"Sambucus";"canadensis";"Sambucus canadensis";NA;"Sureau du Canada";NA;"SAC";NA;NA
"2106";"35324";"Sambucus";"nigra";"Sambucus nigra";"common elderberry";NA;8509;NA;NA;NA
"2107";"35326";"Sambucus";"racemosa";"Sambucus racemosa";NA;"Sureau pubescent";NA;"SAP";NA;NA
"2108";"520970";"Samyda";"dodecandra";"Samyda dodecandra";"guayabilla";NA;8556;NA;NA;NA
"2109";"896505";"Sandoricum";"koetjape";"Sandoricum koetjape";"santol, kechapi";NA;8515;NA;NA;NA
"2110";NA;"Santalum";"spp.";"Santalum";"sandalwood";NA;8526;NA;NA;NA
"2111";"195931";"Santalum";"ellipticum";"Santalum ellipticum";"coastal sandalwood";NA;8516;NA;NA;NA
"2112";"195933";"Santalum";"freycinetianum";"Santalum freycinetianum";"forest sandalwood";NA;8517;NA;NA;NA
"2113";"195943";"Santalum";"haleakalae";"Santalum haleakalae";"Haleakala sandalwood";NA;8521;NA;NA;NA
"2114";"195944";"Santalum";"paniculatum";"Santalum paniculatum";"mountain sandalwood";NA;8522;NA;NA;NA
"2115";"195950";"Santalum";"salicifolium";"Santalum salicifolium";"willowleaf sandalwood";NA;8525;NA;NA;NA
"2116";NA;"Sapindus";"spp.";"Sapindus";"soapberry";NA;8531;NA;NA;NA
"2117";NA;"Sapindus";"oahuense";"Sapindus oahuensis";"lonomea";NA;8528;NA;NA;NA
"2118";"28696";"Sapindus";"saponaria";"Sapindus saponaria";"wingleaf soapberry";NA;8529;NA;NA;NA
"2119";"28696";"Sapindus";"saponaria";"Sapindus saponaria";"western soapberry";NA;919;NA;NA;NA
"2120";"28396";"Sapium";"glandulosum";"Sapium glandulosum";"gumtree";NA;8533;NA;NA;NA
"2121";"565486";"Sapium";"laurifolium";"Sapium laurifolium";"hinchahuevos";NA;8535;NA;NA;NA
"2122";"28400";"Sapium";"laurocerasus";"Sapium laurocerasus";"milktree";NA;8536;NA;NA;NA
"2123";"18158";"Sassafras";"albidum";"Sassafras albidum";"Sassafras ;sassafras";NA;931;NA;"Ss";78
"2124";"28403";"Savia";"sessiliflora";"Savia sessiliflora";"amansa guapo";NA;8546;NA;NA;NA
"2125";NA;"Scaevola";"spp.";"Scaevola";"naupaka";NA;8552;NA;NA;NA
"2126";NA;"Scaevola";"cerasifolia";"Scaevola cerasifolia";"Scaevola, naupaka";NA;8548;NA;NA;NA
"2127";"34772";"Scaevola";"chamissoniana";"Scaevola chamissoniana";"naupaka kuahiwi";NA;8549;NA;NA;NA
"2128";"34774";"Scaevola";"gaudichaudiana";"Scaevola gaudichaudiana";"mountain naupaka";NA;8550;NA;NA;NA
"2129";"34782";"Scaevola";"taccada";"Scaevola taccada";"Toitoi";NA;8560;NA;NA;NA
"2130";NA;"Schaefferia";"spp.";"Schaefferia";"schaefferia";NA;8555;NA;NA;NA
"2131";"27972";"Schaefferia";"frutescens";"Schaefferia frutescens";"Florida boxwood";NA;8554;NA;NA;NA
"2132";"505047";"Schefflera";"actinophylla";"Schefflera actinophylla";"octopus tree, schefflera";NA;888;NA;NA;NA
"2133";"505048";"Schefflera";"gleasonii";"Schefflera gleasonii";"yuquilla";NA;8557;NA;NA;NA
"2134";NA;"Schefflera";"morototonii";"Schefflera morototoni";"matchwood";NA;8558;NA;NA;NA
"2135";NA;"Schefflera";"samoensis";"Schefflera samoensis";"samoensis";NA;8559;NA;NA;NA
"2136";"28811";"Schinus";"molle";"Schinus molle";"Peruvian peppertree";NA;8561;NA;NA;NA
"2137";"28812";"Schinus";"terebinthifolius";"Schinus terebinthifolius";"Brazilian peppertree";NA;8563;NA;NA;NA
"2138";NA;"Schizolobium";"parahybum";"Schizolobium parahyba";"Brazilian firetree";NA;8565;NA;NA;NA
"2139";"506075";"Schleichera";"oleosa";"Schleichera oleosa";"lac tree";NA;8567;NA;NA;NA
"2140";NA;"Leucaena";"insularum";"Schleinitzia insularum";"Leucaena insularum";NA;7564;NA;NA;NA
"2141";"27847";"Schoepfia";"arenaria";"Schoepfia arenaria";"arana";NA;8571;NA;NA;NA
"2142";"27848";"Schoepfia";"obovata";"Schoepfia obovata";"white beefwood";NA;8572;NA;NA;NA
"2143";"27846";"Schoepfia";"schreberi";"Schoepfia schreberi";"gulf graytwig";NA;8573;NA;NA;NA
"2144";NA;"Scyphiphora";"hydrophyllacea";"Scyphiphora hydrophyllacea";"kuat";NA;8577;NA;NA;NA
"2145";NA;"Semecarpus";"venenosa";"Semecarpus";"tonget";NA;8586;NA;NA;NA
"2146";NA;"Senna";"spp.";"Senna";"senna";NA;8598;NA;NA;NA
"2147";"505141";"Senna";"alata";"Senna alata";"emperor's candlesticks";NA;8588;NA;NA;NA
"2148";"505144";"Senna";"atomaria";"Senna atomaria";"flor de San Jose";NA;8589;NA;NA;NA
"2149";"505154";"Senna";"gaudichaudii";"Senna gaudichaudii";"Gaudichauds senna";NA;8590;NA;NA;NA
"2150";"505163";"Senna";"multijuga";"Senna multijuga";"false sicklepod";NA;8591;NA;NA;NA
"2151";"505168";"Senna";"pendula";"Senna pendula";"valamuerto";NA;8592;NA;NA;NA
"2152";"505170";"Senna";"polyphylla";"Senna polyphylla";"retama prieta";NA;8594;NA;NA;NA
"2153";"506289";"Senna";"septemtrionalis";"Senna septemtrionalis";"senna";NA;8595;NA;NA;NA
"2154";"505177";"Senna";"siamea";"Senna siamea";"Siamese cassia";NA;8596;NA;NA;NA
"2155";NA;"Cassia";"siamea";"Senna siamea";"kassod tree";NA;6420;NA;NA;NA
"2156";"505179";"Senna";"spectabilis";"Senna spectabilis";"casia amarilla";NA;8597;NA;NA;NA
"2157";NA;"Senna";"sulfurea";"Senna sulfurea";"Senna sulfurea";NA;8599;NA;NA;NA
"2158";"505181";"Senna";"surattensis";"Senna surattensis";"glossy shower";NA;8600;NA;NA;NA
"2159";"183438";"Sequoiadendron";"giganteum";"Sequoiadendron giganteum";"giant sequoia";NA;212;NA;NA;NA
"2160";"183435";"Sequoia";"sempervirens";"Sequoia sempervirens";"redwood";NA;211;NA;NA;NA
"2161";NA;"Sesbania";"spp.";"Sesbania";"riverhemp";NA;8607;NA;NA;NA
"2162";"26953";"Sesbania";"grandiflora";"Sesbania grandiflora";"vegetable hummingbird";NA;8605;NA;NA;NA
"2163";"505188";"Sesbania";"sesban";"Sesbania sesban";"Egyptian riverhemp";NA;8606;NA;NA;NA
"2164";"27779";"Shepherdia";"canadensis";"Shepherdia canadensis";NA;"Shepherdie du Canada";NA;"SHP";NA;NA
"2165";NA;"Sapium";"indicum";"Shirakiopsis indica";"maskerekur";NA;8534;NA;NA;NA
"2166";NA;"Sida";"spp.";"Sida";"fanpetals";NA;8610;NA;NA;NA
"2167";"21746";"Sida";"fallax";"Sida fallax";"yellow llima";NA;8609;NA;NA;NA
"2168";"505217";"Sideroxylon";"cubense";"Sideroxylon cubense";"espejuelo";NA;8611;NA;NA;NA
"2169";"505218";"Sideroxylon";"foetidissimum";"Sideroxylon foetidissimum";"false mastic";NA;890;NA;NA;NA
"2170";"505219";"Sideroxylon";"lanuginosum";"Sideroxylon lanuginosum";"chittamwood, gum bumelia";NA;381;NA;NA;NA
"2171";"505221";"Sideroxylon";"obovatum";"Sideroxylon obovatum";"breakbill";NA;8613;NA;NA;NA
"2172";"505222";"Sideroxylon";"portoricense";"Sideroxylon portoricense";"Puerto Rico bully";NA;8614;NA;NA;NA
"2173";"505224";"Sideroxylon";"salicifolium";"Sideroxylon salicifolium";"white bully, willow bustic";NA;891;NA;NA;NA
"2174";NA;"Simarouba";"spp.";"Simarouba";"simarouba";NA;8617;NA;NA;NA
"2175";"28844";"Simarouba";"glauca";"Simarouba glauca";"paradisetree";NA;895;NA;NA;NA
"2176";"28843";"Simarouba";"tulae";"Simarouba tulae";"aceitillo falso";NA;8619;NA;NA;NA
"2177";"27273";"Siphoneugena";"densiflora";"Siphoneugena densiflora";"hoja menuda";NA;8620;NA;NA;NA
"2178";NA;"Sloanea";"spp.";"Sloanea";"bullwood";NA;8622;NA;NA;NA
"2179";"21508";"Sloanea";"amygdalina";"Sloanea amygdalina";"motillo";NA;8623;NA;NA;NA
"2180";NA;"Sloanea";"berteriana";"Sloanea berteroana";"bullwood";NA;8624;NA;NA;NA
"2181";"565526";"Solanum";"nudum";"Solanum";"forest nightshade";NA;8632;NA;NA;NA
"2182";NA;"Solanum";"spp.";"Solanum";"nightshade";NA;8635;NA;NA;NA
"2183";"565523";"Solanum";"americanum";"Solanum americanum";"American black nightshade";NA;8628;NA;NA;NA
"2184";"30418";"Solanum";"bahamense";"Solanum bahamense";"Solanum bahamense";NA;8626;NA;NA;NA
"2185";"30427";"Solanum";"donianum";"Solanum donianum";"mullein nightshade";NA;8627;NA;NA;NA
"2186";"30430";"Solanum";"erianthum";"Solanum erianthum";"potatotree";NA;8629;NA;NA;NA
